⊙ 词汇	♠释义	例句	=► 词根词缀
⊙ material	♠n. 材料, 原料; 人物 adj. 物质的		=► 词根 “materi-”（物质、材料，源自拉丁语 “materia”），后缀 “-al”（形容词或名词后缀，此处可作形容词 “物质的” 或名词 “材料”），指材料、物质
⊙ raw	♠adj. 天然的, 未经加工的; (感情)原始的		=► 无明显可拆分的常见词根词缀，源自中古英语 “raw”，属于单根词，指生的、未加工的
⊙ crude	♠adj. 天然的, 未经加工的; 粗糙的 n. 原油		=► 无明显可拆分的常见词根词缀，源自拉丁语 “crudus”（生的、粗糙的），属于借词，指粗糙的、未加工的
⊙ necessity	♠n. 必需品, 必要		=► 词根 “necess-”（必要的，源自拉丁语 “necessarius”），后缀 “-ity”（名词后缀，表 “…… 的性质或状态”），指必要的状态或事物，即必需品、必要性
⊙ outfit	♠n. 全套服装; 全套装备 v. 配套, 装备		=► 词根 “out”（向外，出）+ 词根 “fit”（适合、配备），合成词，指向外配备的衣物或装备，即全套服装、装备
⊙ kit	♠n. 成套工具		=► 无明显可拆分的常见词根词缀，源自中古英语 “kit”（木桶、容器，后引申为 “装在容器里的一套物品”），属于词义演变词，指成套工具、装备
⊙ utensil	♠n. (家庭的)用具, 器皿		=► 词根 “utens-”（使用，源自拉丁语 “uti”，过去分词词干 “utens-”），后缀 “-il”（名词后缀，表 “…… 的工具”），指用于使用的工具，即器具、用具
⊙ garbage	♠n. 垃圾, 废物		=► 无明显可拆分的常见词根词缀，源自英语方言 “garbage”（废物、垃圾），属于单根词，指垃圾
⊙ rubbish	♠n. 垃圾, 废弃物, 废话		=► 无明显可拆分的常见词根词缀，源自中古英语 “rubish”（碎片、垃圾），属于单根词，指垃圾、废物
⊙ trash	♠n. 垃圾		=► 无明显可拆分的常见词根词缀，源自中古英语 “trash”（残枝、垃圾），属于单根词，指垃圾、废物
⊙ recycle	♠v. 使再循环, 回收利用; 反复应用		=► 前缀 “re-”（重新，再），词根 “cycle”（循环，源自希腊语 “kyklos”），即重新循环利用，指回收利用
⊙ reuse	♠v. 再次利用		=► 前缀 “re-”（重新，再），词根 “use”（使用），即重新使用，指重复利用
⊙ litter	♠n. 垃圾, 废弃物 v. 乱丢东西		=► 无明显可拆分的常见词根词缀，源自中古英语 “litere”（床褥、垃圾，原指 “床上的废弃物”），属于词义演变词，指垃圾、乱扔的废弃物
⊙ waste	♠n. 废物; 浪费 v. 浪费		=► 无明显可拆分的常见词根词缀，源自中古英语 “waste”（浪费、废弃物），属于单根词，此处可指浪费、废弃物
⊙ junk	♠n. 无用的东西, 废物		=► 无明显可拆分的常见词根词缀，源自葡萄牙语 “junco”（芦苇、废物，原指 “像芦苇一样无用的东西”），属于借词，指垃圾、废旧物品
⊙ landfill	♠n. 垃圾填埋池; 垃圾填埋		=► 词根 “land”（土地）+ 词根 “fill”（填充），合成词，指用垃圾填充土地的地方，即垃圾填埋场
⊙ sewerage	♠n. 排水系统		=► 词根 “sewer”（下水道，源自拉丁语 “exaquaria”，意为 “排水道”），后缀 “-age”（名词后缀，表 “…… 的系统或设施”），指下水道系统、污水
⊙ detergent	♠n. 洗涤剂		=► 前缀 “de-”（去除，离开），词根 “terg-”（擦，源自拉丁语 “tergere”），后缀 “-ent”（形容词或名词后缀，此处可作形容词 “去污的” 或名词 “洗涤剂”），即能去除（污垢）并擦拭的物品，指洗涤剂
⊙ lotion	♠n. 润肤乳		=► 无明显可拆分的常见词根词缀，源自拉丁语 “lotio”（洗涤、洗剂，源自 “lavare”，意为 “洗”），属于借词，指洗剂、护肤液
⊙ shampoo	♠n. 洗发剂 v. 用洗发剂洗(头发)		=► 无明显可拆分的常见词根词缀，源自印地语 “chāmpo”（按摩、洗发，源自梵语 “campāyati”，意为 “揉捏”），属于借词，指洗发水、洗发
⊙ soap	♠n. 肥皂 v. 用肥皂擦洗		=► 无明显可拆分的常见词根词缀，源自中古英语 “sope”，属于单根词，指肥皂
⊙ tub	♠n. 浴缸; 桶; 盆		=► 无明显可拆分的常见词根词缀，源自中古英语 “tubbe”，属于单根词，指盆、浴缸
⊙ plug	♠n. 塞子; 插头 v. 把…塞住		=► 无明显可拆分的常见词根词缀，源自中古英语 “plog”（塞子、木桩），属于单根词，指插头、塞子
⊙ tap	♠n. 龙头, 阀门; 轻击, 轻拍, 轻敲		=► 无明显可拆分的常见词根词缀，源自中古英语 “tappe”（水龙头、轻拍），属于单根词，此处指水龙头
⊙ pipe	♠n. 管子; 管道; 烟斗		=► 无明显可拆分的常见词根词缀，源自中古英语 “pipe”（管子、笛子），属于单根词，此处指管子
⊙ tube	♠n. 管; 显像管; [英]地铁		=► 无明显可拆分的常见词根词缀，源自拉丁语 “tubus”（管子、筒），属于借词，指管子、试管
⊙ mop	♠n. 拖把 v. 用拖把擦		=► 无明显可拆分的常见词根词缀，源自中古英语 “mop”（拖把、抹布），属于单根词，指拖把
⊙ broom	♠n. 扫帚 v. 用扫帚扫		=► 无明显可拆分的常见词根词缀，源自中古英语 “brome”（金雀花，原指用金雀花枝做的扫帚），属于词义演变词，指扫帚
⊙ sweep	♠v. 打扫; 吹走; 掠过		=► 无明显可拆分的常见词根词缀，源自中古英语 “swepen”，属于单根词，指打扫、清扫
⊙ mattress	♠n. 床垫		=► 无明显可拆分的常见词根词缀，源自阿拉伯语 “matrah”（扔、床垫，原指 “扔在地上的垫子”），属于借词，指床垫
⊙ carpet	♠n. 地毯, 毛毯		=► 无明显可拆分的常见词根词缀，源自法语 “carpette”（小地毯，“carpe” 意为 “地毯”，“-ette” 为指小词），属于借词，指地毯
⊙ rug	♠n. 小地毯; 小毯子		=► 无明显可拆分的常见词根词缀，源自斯堪的纳维亚语 “rugge”（粗毛织物、小地毯），属于借词，指小地毯
⊙ mat	♠n. 地毯, 地席		=► 无明显可拆分的常见词根词缀，源自中古英语 “matt”（垫子、席子），属于单根词，指垫子、地垫
⊙ cushion	♠n. 软垫; 沙发垫		=► 无明显可拆分的常见词根词缀，源自法语 “coussin”（垫子、靠垫），属于借词，指垫子、靠垫
⊙ pad	♠n. 衬垫; 便笺本 v. 填塞		=► 无明显可拆分的常见词根词缀，源自中古英语 “padde”（垫子、软鞋），属于单根词，此处指垫子、衬垫
⊙ blanket	♠n. 毛毯, 毯子		=► 无明显可拆分的常见词根词缀，源自法语 “blanchet”（白色的小毯子，“blanc” 意为 “白色”，“-et” 为指小词），属于借词，指毯子
⊙ quilt	♠n. 被子		=► 无明显可拆分的常见词根词缀，源自拉丁语 “culcita”（床垫、被子），属于借词，指被子、棉被
⊙ sheet	♠n. 被单, 床单; 一张纸; 薄板		=► 无明显可拆分的常见词根词缀，源自中古英语 “shet”（床单、薄片），属于单根词，指床单、薄片
⊙ pillow	♠n. 枕头		=► 无明显可拆分的常见词根词缀，源自拉丁语 “pulvinus”（垫子、枕头），属于借词，指枕头
⊙ sponge	♠n. 海绵		=► 无明显可拆分的常见词根词缀，源自希腊语 “spongia”（海绵），属于借词，指海绵
⊙ towel	♠n. 毛巾, 手巾		=► 无明显可拆分的常见词根词缀，源自法语 “toile”（布、毛巾，原指 “亚麻布”），属于借词，指毛巾
⊙ staple	♠n. 订书钉; 主要部分		=► 无明显可拆分的常见词根词缀，源自拉丁语 “stapula”（马镫、钉书钉，原指 “固定用的物件”），属于借词演变词，指订书钉、主食
⊙ nail	♠n. 指甲; 钉子 v. 用钉子钉住		=► 无明显可拆分的常见词根词缀，源自中古英语 “nail”（指甲、钉子），属于单根词，此处可指指甲、钉子
⊙ razor	♠n. 剃刀 v. 剃		=► 词根 “raz-”（刮、剃，源自拉丁语 “radere”，过去分词词干 “ras-”），后缀 “-or”（名词后缀，表 “…… 的工具”），指用于刮剃的工具，即剃须刀
⊙ shave	♠v. 剃须, 刮脸		=► 无明显可拆分的常见词根词缀，源自中古英语 “shaven”，属于单根词，指刮、剃
⊙ fuse	♠n. 保险丝; 导火线 v. 使熔化; 使融合		=► 无明显可拆分的常见词根词缀，源自拉丁语 “fundere”（熔化、融合，过去分词词干 “fus-”），属于借词演变词，指保险丝、融合
⊙ cable	♠n. 电缆; 缆绳, 钢索; 电报; 有线电视		=► 无明显可拆分的常见词根词缀，源自拉丁语 “capulum”（缰绳、绳索），属于借词演变词，指电缆、绳索
⊙ cord	♠n. 细绳, 粗线		=► 无明显可拆分的常见词根词缀，源自拉丁语 “chorda”（弦、绳索，源自希腊语 “khorde”），属于借词，指细绳、 cord
⊙ strand	♠n. (绳子的)股, 绞; 海滨, 河岸		=► 无明显可拆分的常见词根词缀，源自中古英语 “strond”（河岸、绳索的一股），属于单根词，此处指线、绳的一股
⊙ match	♠n. 火柴; 比赛; 匹配的人或物 v. 与…匹配		=► 无明显可拆分的常见词根词缀，源自中古英语 “macche”（火柴、比赛，原指 “配对的东西”），属于单根词，此处可指火柴、比赛
⊙ candle	♠n. 蜡烛		=► 词根 “cand-”（燃烧、发光，源自拉丁语 “candere”），后缀 “-le”（名词后缀，表 “…… 的物品”），指能燃烧发光的物品，即蜡烛
⊙ wax	♠n. 蜡		=► 无明显可拆分的常见词根词缀，源自中古英语 “wax”（蜡、打蜡），属于单根词，此处可指蜡、打蜡
⊙ portfolio	♠n. 文件夹, 公事包		=► 前缀 “port-”（携带，源自拉丁语 “portare”），词根 “folio”（书页、纸张，源自拉丁语 “folium”，意为 “叶子”，代指纸张），即用来携带纸张的本子，指文件夹、作品集
⊙ paperback	♠n. 简装书, 平装书		=► 词根 “paper”（纸）+ 词根 “back”（封面），合成词，指用纸做封面的书，即平装书
⊙ pamphlet	♠n. 小册子		=► 无明显可拆分的常见词根词缀，源自拉丁语 “pamphilus”（一本爱情诗集的名称，后因该书篇幅短小，引申为 “小册子”），属于专有名词转化词，指小册子
⊙ tissue	♠n. 面巾纸; 薄绢, 薄纸		=► 无明显可拆分的常见词根词缀，源自法语 “tissu”（织物、组织，源自 “tisser”，意为 “编织”），属于借词，指纸巾、组织
⊙ cover	♠n. 封面; 盖子; 套子		=► 无明显可拆分的常见词根词缀，源自拉丁语 “cooperire”（覆盖，“co-” 为 “com-” 的变体，“operire” 意为 “遮盖”），属于借词演变词，指覆盖、封面
⊙ Xerox	♠n. 复印件 v. 复印, 影印		=► 无明显可拆分的常见词根词缀，源自美国施乐公司（Xerox Corporation）的品牌名，后成为 “复印” 的通用词，属于专有名词转化，无传统词根词缀
⊙ duplicate	♠v. 重复 n. 副本, 复制品		=► 前缀 “du-”（二、双，源自拉丁语 “duo”），词根 “plic-”（折叠、复制，源自拉丁语 “plicare”），后缀 “-ate”（形容词或动词后缀，此处可作形容词 “复制的” 或动词 “复制”），即折叠成两份、复制成两份，指复制、副本
⊙ memorandum	♠n. 备忘录; 建议书		=► 词根 “memor-”（记忆，源自拉丁语 “memor”），后缀 “-andum”（名词后缀，表 “需要…… 的事物”），指需要记住的事物，即备忘录
⊙ stationery	♠n. 文具; 信纸		=► 词根 “station-”（停留、位置，源自拉丁语 “statio”，原指 “商店的固定位置”，后指 “文具店”，进而引申为 “文具”），后缀 “-ery”（名词后缀，表 “…… 的物品”），指文具
⊙ glue	♠n. 胶, 胶水		=► 无明显可拆分的常见词根词缀，源自中古英语 “glue”（胶水、粘合），属于单根词，指胶水、粘合
⊙ ink	♠n. 墨水, 油墨		=► 无明显可拆分的常见词根词缀，源自拉丁语 “encaustum”（蜡画颜料，后指 “墨水”），属于借词演变词，指墨水
⊙ rubber	♠n. 橡胶; 橡皮擦		=► 词根 “rub”（摩擦），后缀 “-ber”（名词后缀，表 “…… 的物品”），指用于摩擦的物品，即橡胶、橡皮
⊙ scissors	♠n. 剪刀; 剪子		=► 无明显可拆分的常见词根词缀，源自拉丁语 “cisorium”（切割工具，“caedere” 意为 “切割”），经由法语传入英语，属于借词演变词，指剪刀
⊙ shear	♠v. 大剪刀 v. 剪		=► 无明显可拆分的常见词根词缀，源自中古英语 “sheren”，属于单根词，指剪、剪切
⊙ edge	♠n. 边; 边缘; 刀口		=► 无明显可拆分的常见词根词缀，源自中古英语 “egge”，属于单根词，指边缘、刀刃
